id,gene,description
cg00164898,MAPK11,mitogen-activated protein kinase 11 [Source:HGNC Symbol;Acc:HGNC:6873]
cg00247471,PPM1H,protein phosphatase, Mg2+/Mn2+ dependent 1H [Source:HGNC Symbol;Acc:HGNC:18583]
cg00252032,PTK7,protein tyrosine kinase 7 (inactive) [Source:HGNC Symbol;Acc:HGNC:9618]
cg00338002,C1orf38,NA
cg00466827,GNAS,GNAS complex locus [Source:HGNC Symbol;Acc:HGNC:4392]
cg00478851,PPFIBP2,PPFIA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9250]
cg00569276,PADI2,peptidyl arginine deiminase 2 [Source:HGNC Symbol;Acc:HGNC:18341]
cg00946479,FOXRED2,FAD dependent oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26264]
cg00955780,SLC2A14,solute carrier family 2 member 14 [Source:HGNC Symbol;Acc:HGNC:18301]
cg00959308,DIDO1,death inducer-obliterator 1 [Source:HGNC Symbol;Acc:HGNC:2680]
cg01092811,NUDT16,nudix hydrolase 16 [Source:HGNC Symbol;Acc:HGNC:26442]
cg01170160,CLTA,clathrin light chain A [Source:HGNC Symbol;Acc:HGNC:2090]
cg01311222,HEG1,heart development protein with EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:29227]
cg01411731,NANP,N-acetylneuraminic acid phosphatase [Source:HGNC Symbol;Acc:HGNC:16140]
cg01508380,MMP14,matrix metallopeptidase 14 [Source:HGNC Symbol;Acc:HGNC:7160]
cg01741836,CAST,calpastatin [Source:HGNC Symbol;Acc:HGNC:1515]
cg01869896,MFSD2A,major facilitator superfamily domain containing 2A [Source:HGNC Symbol;Acc:HGNC:25897]
cg02310882,ZFHX3,zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:777]
cg02525232,C11orf84,NA
cg02637948,DIAPH1,diaphanous related formin 1 [Source:HGNC Symbol;Acc:HGNC:2876]
cg03044694,ZNF827,zinc finger protein 827 [Source:HGNC Symbol;Acc:HGNC:27193]
cg03191029,C12orf62,NA
cg03500977,HLA-B,major histocompatibility complex, class I, B [Source:HGNC Symbol;Acc:HGNC:4932]
cg03711457,USP28,ubiquitin specific peptidase 28 [Source:HGNC Symbol;Acc:HGNC:12625]
cg03719509,LHFPL2,LHFPL tetraspan subfamily member 2 [Source:HGNC Symbol;Acc:HGNC:6588]
cg03734595,TWSG1,twisted gastrulation BMP signaling modulator 1 [Source:HGNC Symbol;Acc:HGNC:12429]
cg03741406,BMP8B,bone morphogenetic protein 8b [Source:HGNC Symbol;Acc:HGNC:1075]
cg03785281,FOXO1,forkhead box O1 [Source:HGNC Symbol;Acc:HGNC:3819]
cg03802185,SH2B2,SH2B adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:17381]
cg04220482,GGH,gamma-glutamyl hydrolase [Source:HGNC Symbol;Acc:HGNC:4248]
cg04316905,CRLS1,cardiolipin synthase 1 [Source:HGNC Symbol;Acc:HGNC:16148]
cg04469686,HSD17B7,hydroxysteroid 17-beta dehydrogenase 7 [Source:HGNC Symbol;Acc:HGNC:5215]
cg04582938,UAP1L1,UDP-N-acetylglucosamine pyrophosphorylase 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28082]
cg04692156,KIAA1671,KIAA1671 [Source:HGNC Symbol;Acc:HGNC:29345]
cg05215272,ALOX12,arachidonate 12-lipoxygenase, 12S type [Source:HGNC Symbol;Acc:HGNC:429]
cg05393726,RAB6B,RAB6B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14902]
cg05414479,IGFBP2,insulin like growth factor binding protein 2 [Source:HGNC Symbol;Acc:HGNC:5471]
cg05461632,ANKFY1,ankyrin repeat and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20763]
cg05819371,BTG1,BTG anti-proliferation factor 1 [Source:HGNC Symbol;Acc:HGNC:1130]
cg05993306,HNRNPA0,heterogeneous nuclear ribonucleoprotein A0 [Source:HGNC Symbol;Acc:HGNC:5030]
cg06303168,WIBG,NA
cg06358612,BLMH,bleomycin hydrolase [Source:HGNC Symbol;Acc:HGNC:1059]
cg06412523,EGR3,early growth response 3 [Source:HGNC Symbol;Acc:HGNC:3240]
cg07103722,MICA,MHC class I polypeptide-related sequence A [Source:HGNC Symbol;Acc:HGNC:7090]
cg07369950,ZSCAN18,zinc finger and SCAN domain containing 18 [Source:HGNC Symbol;Acc:HGNC:21037]
cg07671776,SH3PXD2A,SH3 and PX domains 2A [Source:HGNC Symbol;Acc:HGNC:23664]
cg08351019,FZD1,frizzled class receptor 1 [Source:HGNC Symbol;Acc:HGNC:4038]
cg08438690,PPM1M,protein phosphatase, Mg2+/Mn2+ dependent 1M [Source:HGNC Symbol;Acc:HGNC:26506]
cg08996521,CISH,cytokine inducible SH2 containing protein [Source:HGNC Symbol;Acc:HGNC:1984]
cg09253150,C3orf39,NA
cg09577391,ZNF606,zinc finger protein 606 [Source:HGNC Symbol;Acc:HGNC:25879]
cg09763839,CPEB2,cytoplasmic polyadenylation element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21745]
cg10134141,ZNF461,zinc finger protein 461 [Source:HGNC Symbol;Acc:HGNC:21629]
cg10864501,POLDIP3,DNA polymerase delta interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:23782]
cg10973622,IMMT,inner membrane mitochondrial protein [Source:HGNC Symbol;Acc:HGNC:6047]
cg12117827,PYGL,glycogen phosphorylase L [Source:HGNC Symbol;Acc:HGNC:9725]
cg12260435,ALS2CR11,NA
cg12384572,USP4,ubiquitin specific peptidase 4 [Source:HGNC Symbol;Acc:HGNC:12627]
cg12706330,GHITM,growth hormone inducible transmembrane protein [Source:HGNC Symbol;Acc:HGNC:17281]
cg13275679,HN1,NA
cg14070162,PTRF,NA
cg14643330,ITPR1,inositol 1,4,5-trisphosphate receptor type 1 [Source:HGNC Symbol;Acc:HGNC:6180]
cg14741153,PLCE1,phospholipase C epsilon 1 [Source:HGNC Symbol;Acc:HGNC:17175]
cg14759043,EFCAB4B,NA
cg14830118,FAM18B,NA
cg14977069,LIME1,Lck interacting transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:26016]
cg16946439,MICAL2,microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24693]
cg17808646,PFKFB2,6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 [Source:HGNC Symbol;Acc:HGNC:8873]
cg20002354,HDAC1,histone deacetylase 1 [Source:HGNC Symbol;Acc:HGNC:4852]
cg23250910,ZNF304,zinc finger protein 304 [Source:HGNC Symbol;Acc:HGNC:13505]
cg23668631,CAMKK1,calcium/calmodulin dependent protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:1469]
cg25187463,DDX11,DEAD/H-box helicase 11 [Source:HGNC Symbol;Acc:HGNC:2736]
cg25505880,NXF1,nuclear RNA export factor 1 [Source:HGNC Symbol;Acc:HGNC:8071]
cg25758167,AGL,amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase [Source:HGNC Symbol;Acc:HGNC:321]
cg26348939,EFEMP2,EGF containing fibulin extracellular matrix protein 2 [Source:HGNC Symbol;Acc:HGNC:3219]
cg26751513,TELO2,telomere maintenance 2 [Source:HGNC Symbol;Acc:HGNC:29099]
cg26967526,BAZ1A,bromodomain adjacent to zinc finger domain 1A [Source:HGNC Symbol;Acc:HGNC:960]
