id,gene,description
cg00723044,MAP3K9,mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol;Acc:HGNC:6861]
cg04049033,RILP,Rab interacting lysosomal protein [Source:HGNC Symbol;Acc:HGNC:30266]
cg05149234,KLC2,kinesin light chain 2 [Source:HGNC Symbol;Acc:HGNC:20716]
cg09767126,AZIN1,antizyme inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:16432]
cg10165864,PDK1,pyruvate dehydrogenase kinase 1 [Source:HGNC Symbol;Acc:HGNC:8809]
cg14564247,PFKFB4,6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4 [Source:HGNC Symbol;Acc:HGNC:8875]
cg17220933,RASSF5,Ras association domain family member 5 [Source:HGNC Symbol;Acc:HGNC:17609]
cg18186672,DYSF,dysferlin [Source:HGNC Symbol;Acc:HGNC:3097]
cg24848599,TRIM17,tripartite motif containing 17 [Source:HGNC Symbol;Acc:HGNC:13430]
cg25367758,HCN2,hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2 [Source:HGNC Symbol;Acc:HGNC:4846]
