id,gene,description
cg00040008,KLHL2,kelch like family member 2 [Source:HGNC Symbol;Acc:HGNC:6353]
cg00160619,B3GALNT1,beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group) [Source:HGNC Symbol;Acc:HGNC:918]
cg00459232,CD9,CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]
cg00524288,UPP1,uridine phosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12576]
cg00841968,ACTN1,actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]
cg00963079,SLC16A1,solute carrier family 16 member 1 [Source:HGNC Symbol;Acc:HGNC:10922]
cg01139861,IKZF1,IKAROS family zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:13176]
cg01280609,BID,BH3 interacting domain death agonist [Source:HGNC Symbol;Acc:HGNC:1050]
cg01359822,ETS2,ETS proto-oncogene 2, transcription factor [Source:HGNC Symbol;Acc:HGNC:3489]
cg01845451,TCIRG1,T cell immune regulator 1, ATPase H+ transporting V0 subunit a3 [Source:HGNC Symbol;Acc:HGNC:11647]
cg01860328,MCTP1,multiple C2 and transmembrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26183]
cg02478448,CCNA1,cyclin A1 [Source:HGNC Symbol;Acc:HGNC:1577]
cg02880877,HDDC2,HD domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21078]
cg02957270,SKAP1,src kinase associated phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15605]
cg03316098,GABBR1,gamma-aminobutyric acid type B receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:4070]
cg03320441,KIF26B,kinesin family member 26B [Source:HGNC Symbol;Acc:HGNC:25484]
cg03341469,YIPF1,Yip1 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:25231]
cg03507241,TUBB6,tubulin beta 6 class V [Source:HGNC Symbol;Acc:HGNC:20776]
cg03880355,FAM169A,family with sequence similarity 169 member A [Source:HGNC Symbol;Acc:HGNC:29138]
cg03910335,TRPS1,transcriptional repressor GATA binding 1 [Source:HGNC Symbol;Acc:HGNC:12340]
cg04009887,GRPEL2,GrpE like 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21060]
cg04569055,PDLIM2,PDZ and LIM domain 2 [Source:HGNC Symbol;Acc:HGNC:13992]
cg04822973,ARG2,arginase 2 [Source:HGNC Symbol;Acc:HGNC:664]
cg05598363,C5orf32,NA
cg05667817,LRRK2,leucine rich repeat kinase 2 [Source:HGNC Symbol;Acc:HGNC:18618]
cg06024135,MRPS35,mitochondrial ribosomal protein S35 [Source:HGNC Symbol;Acc:HGNC:16635]
cg06026129,LPPR3,NA
cg06797533,PLIN2,perilipin 2 [Source:HGNC Symbol;Acc:HGNC:248]
cg06882901,ARHGAP21,Rho GTPase activating protein 21 [Source:HGNC Symbol;Acc:HGNC:23725]
cg06911238,FAAH,fatty acid amide hydrolase [Source:HGNC Symbol;Acc:HGNC:3553]
cg07184922,COPS7B,COP9 signalosome subunit 7B [Source:HGNC Symbol;Acc:HGNC:16760]
cg07859880,ECH1,enoyl-CoA hydratase 1 [Source:HGNC Symbol;Acc:HGNC:3149]
cg08018825,SEL1L3,SEL1L family member 3 [Source:HGNC Symbol;Acc:HGNC:29108]
cg08866780,APP,amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]
cg08881796,VPS53,VPS53, GARP complex subunit [Source:HGNC Symbol;Acc:HGNC:25608]
cg09429111,PTPDC1,protein tyrosine phosphatase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30184]
cg10379890,IRF4,interferon regulatory factor 4 [Source:HGNC Symbol;Acc:HGNC:6119]
cg10958452,KDM4A,lysine demethylase 4A [Source:HGNC Symbol;Acc:HGNC:22978]
cg11430718,ARHGEF3,Rho guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:683]
cg11650479,RHOBTB1,Rho related BTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18738]
cg11661263,GPR180,G protein-coupled receptor 180 [Source:HGNC Symbol;Acc:HGNC:28899]
cg11777498,RNGTT,RNA guanylyltransferase and 5'-phosphatase [Source:HGNC Symbol;Acc:HGNC:10073]
cg12973930,ZFP28,ZFP28 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:17801]
cg13147013,UBAC2,UBA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20486]
cg14012610,SLC26A6,solute carrier family 26 member 6 [Source:HGNC Symbol;Acc:HGNC:14472]
cg14064488,SNX10,sorting nexin 10 [Source:HGNC Symbol;Acc:HGNC:14974]
cg14808739,SREBF1,sterol regulatory element binding transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11289]
