id,gene,description
cg00186141,PODXL,podocalyxin like [Source:HGNC Symbol;Acc:HGNC:9171]
cg00819362,CLIP3,CAP-Gly domain containing linker protein 3 [Source:HGNC Symbol;Acc:HGNC:24314]
cg01015879,RDX,radixin [Source:HGNC Symbol;Acc:HGNC:9944]
cg01148741,DUSP2,dual specificity phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3068]
cg01245656,ASNS,asparagine synthetase (glutamine-hydrolyzing) [Source:HGNC Symbol;Acc:HGNC:753]
cg01561916,HAAO,3-hydroxyanthranilate 3,4-dioxygenase [Source:HGNC Symbol;Acc:HGNC:4796]
cg01838317,GCH1,GTP cyclohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:4193]
cg01861509,SPOCK2,SPARC/osteonectin, cwcv and kazal like domains proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:13564]
cg02631906,PRDX1,peroxiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:9352]
cg02885771,LTV1,LTV1 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:21173]
cg03063797,SAV1,salvador family WW domain containing protein 1 [Source:HGNC Symbol;Acc:HGNC:17795]
cg03080985,SH3BGRL2,SH3 domain binding glutamate rich protein like 2 [Source:HGNC Symbol;Acc:HGNC:15567]
cg03354519,ANXA5,annexin A5 [Source:HGNC Symbol;Acc:HGNC:543]
cg03860466,PRDX2,peroxiredoxin 2 [Source:HGNC Symbol;Acc:HGNC:9353]
cg03891319,ACY1,aminoacylase 1 [Source:HGNC Symbol;Acc:HGNC:177]
cg03973663,LYN,LYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6735]
cg03980304,IL4R,interleukin 4 receptor [Source:HGNC Symbol;Acc:HGNC:6015]
cg04005725,KLHDC8B,kelch domain containing 8B [Source:HGNC Symbol;Acc:HGNC:28557]
cg04049033,RILP,Rab interacting lysosomal protein [Source:HGNC Symbol;Acc:HGNC:30266]
cg04230060,SUSD1,sushi domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25413]
cg04235146,ATP2A2,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2 [Source:HGNC Symbol;Acc:HGNC:812]
cg04347447,CACNA2D2,calcium voltage-gated channel auxiliary subunit alpha2delta 2 [Source:HGNC Symbol;Acc:HGNC:1400]
cg04375036,PPP1CC,protein phosphatase 1 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9283]
cg04749104,STEAP3,STEAP3 metalloreductase [Source:HGNC Symbol;Acc:HGNC:24592]
cg05237543,MTDH,metadherin [Source:HGNC Symbol;Acc:HGNC:29608]
cg05365670,LPCAT1,lysophosphatidylcholine acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:25718]
cg05564266,C6orf204,NA
cg05879919,ANKRD9,ankyrin repeat domain 9 [Source:HGNC Symbol;Acc:HGNC:20096]
cg05938285,PIGZ,phosphatidylinositol glycan anchor biosynthesis class Z [Source:HGNC Symbol;Acc:HGNC:30596]
cg06197006,CRK,CRK proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2362]
cg06284322,TAF7,TATA-box binding protein associated factor 7 [Source:HGNC Symbol;Acc:HGNC:11541]
cg06362985,RAB3IP,RAB3A interacting protein [Source:HGNC Symbol;Acc:HGNC:16508]
cg06462291,NT5DC3,5'-nucleotidase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30826]
cg06738602,PTGER2,prostaglandin E receptor 2 [Source:HGNC Symbol;Acc:HGNC:9594]
