gene,coef,description
ADM,-0.0726437639101466,adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259]
ARF6,0.211491169798364,ADP ribosylation factor 6 [Source:HGNC Symbol;Acc:HGNC:659]
ARL11,0.165596583769614,ADP ribosylation factor like GTPase 11 [Source:HGNC Symbol;Acc:HGNC:24046]
B3GALNT1,-0.0740169531199788,beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group) [Source:HGNC Symbol;Acc:HGNC:918]
DNALI1,-0.0590895840736656,dynein axonemal light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:14353]
HCG11,-0.0847350113119282,HLA complex group 11 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:17707]
ME1,-0.0121805863855218,malic enzyme 1 [Source:HGNC Symbol;Acc:HGNC:6983]
PDZD4,0.0601310039666556,PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21167]
RAD51L3,0.210647259804505,NA
RND2,-0.0423237813692131,Rho family GTPase 2 [Source:HGNC Symbol;Acc:HGNC:18315]
