gene,coef,description
DNALI1,-0.0693971226894183,dynein axonemal light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:14353]
EDNRB,0.0226544194905752,endothelin receptor type B [Source:HGNC Symbol;Acc:HGNC:3180]
EFNB3,0.122937939810873,ephrin B3 [Source:HGNC Symbol;Acc:HGNC:3228]
EFS,-0.0601426541021494,embryonal Fyn-associated substrate [Source:HGNC Symbol;Acc:HGNC:16898]
FCHO1,-0.0605392192494211,FCH domain only 1 [Source:HGNC Symbol;Acc:HGNC:29002]
FKBP1B,-0.0928294216512143,FK506 binding protein 1B [Source:HGNC Symbol;Acc:HGNC:3712]
HSPB6,-0.0877700952739719,heat shock protein family B (small) member 6 [Source:HGNC Symbol;Acc:HGNC:26511]
LZTS1,0.0235163851826446,leucine zipper tumor suppressor 1 [Source:HGNC Symbol;Acc:HGNC:13861]
OCIAD2,-0.0607556034450908,OCIA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28685]
ROBO1,-0.0195647540774327,roundabout guidance receptor 1 [Source:HGNC Symbol;Acc:HGNC:10249]
SLC25A38,-0.0678952782128088,solute carrier family 25 member 38 [Source:HGNC Symbol;Acc:HGNC:26054]
TRIB3,0.080632237818793,tribbles pseudokinase 3 [Source:HGNC Symbol;Acc:HGNC:16228]
ZNF518B,-0.104389674071969,zinc finger protein 518B [Source:HGNC Symbol;Acc:HGNC:29365]
