gene,coef,description
DNALI1,-0.0560993716850879,dynein axonemal light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:14353]
EFNB3,0.0609517325925531,ephrin B3 [Source:HGNC Symbol;Acc:HGNC:3228]
EVC2,-0.061589237225303,EvC ciliary complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:19747]
FKBP1B,-0.0685030719397274,FK506 binding protein 1B [Source:HGNC Symbol;Acc:HGNC:3712]
FOLR2,0.0745417993756328,folate receptor beta [Source:HGNC Symbol;Acc:HGNC:3793]
HSPB6,-0.0674000252716888,heat shock protein family B (small) member 6 [Source:HGNC Symbol;Acc:HGNC:26511]
INO80C,-0.168601334452418,INO80 complex subunit C [Source:HGNC Symbol;Acc:HGNC:26994]
KRT8,-0.0425472078469699,keratin 8 [Source:HGNC Symbol;Acc:HGNC:6446]
LOC729799,-0.0883558304961796,NA
ME1,-0.081100654099784,malic enzyme 1 [Source:HGNC Symbol;Acc:HGNC:6983]
RILPL2,0.18582262475647,Rab interacting lysosomal protein like 2 [Source:HGNC Symbol;Acc:HGNC:28787]
ST6GALNAC4,-0.0894224026461063,ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:17846]
