gene,coef,description
CD68,0.164697024118349,CD68 molecule [Source:HGNC Symbol;Acc:HGNC:1693]
EFEMP2,-0.165184307039065,EGF containing fibulin extracellular matrix protein 2 [Source:HGNC Symbol;Acc:HGNC:3219]
EFNB3,0.0687600487941643,ephrin B3 [Source:HGNC Symbol;Acc:HGNC:3228]
EVC2,-0.0558784768325891,EvC ciliary complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:19747]
KRT8,-0.0445057107782026,keratin 8 [Source:HGNC Symbol;Acc:HGNC:6446]
PLIN2,-0.117789798449854,perilipin 2 [Source:HGNC Symbol;Acc:HGNC:248]
PSAT1,-0.0442266380318895,phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129]
RINL,-0.150132732179891,Ras and Rab interactor like [Source:HGNC Symbol;Acc:HGNC:24795]
SUSD1,-0.115812353687925,sushi domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25413]
TLE2,0.0881525818291355,transducin like enhancer of split 2 [Source:HGNC Symbol;Acc:HGNC:11838]
