gene,coef,description
ADM,-0.0670793918424782,adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259]
ANK2,0.0214355731456084,ankyrin 2 [Source:HGNC Symbol;Acc:HGNC:493]
B3GALNT1,-0.0267607422636189,beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group) [Source:HGNC Symbol;Acc:HGNC:918]
DIDO1,-0.0698729448038522,death inducer-obliterator 1 [Source:HGNC Symbol;Acc:HGNC:2680]
DNALI1,-0.025879266768816,dynein axonemal light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:14353]
DOCK8,0.0348367634746267,dedicator of cytokinesis 8 [Source:HGNC Symbol;Acc:HGNC:19191]
EVI2B,0.0544884791264218,ecotropic viral integration site 2B [Source:HGNC Symbol;Acc:HGNC:3500]
HCG11,-0.0559529558413566,HLA complex group 11 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:17707]
IL15RA,0.0394576268190711,interleukin 15 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5978]
ING1,-0.0527501064241095,inhibitor of growth family member 1 [Source:HGNC Symbol;Acc:HGNC:6062]
PDZD4,0.0208297987796736,PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21167]
RND2,-0.0123786721792606,Rho family GTPase 2 [Source:HGNC Symbol;Acc:HGNC:18315]
TLE2,0.0211753169830826,transducin like enhancer of split 2 [Source:HGNC Symbol;Acc:HGNC:11838]
TPD52L1,-0.0111717065134082,tumor protein D52 like 1 [Source:HGNC Symbol;Acc:HGNC:12006]
