gene,coef,description
ADM,-0.0125298365959297,adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259]
B3GALNT1,-0.00794500194868025,beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group) [Source:HGNC Symbol;Acc:HGNC:918]
CAMK2N1,0.00937107285217739,calcium/calmodulin dependent protein kinase II inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:24190]
EFNB3,0.00295603362860395,ephrin B3 [Source:HGNC Symbol;Acc:HGNC:3228]
FAM149A,0.00938615746570721,family with sequence similarity 149 member A [Source:HGNC Symbol;Acc:HGNC:24527]
FCHO1,-0.0136312531823221,FCH domain only 1 [Source:HGNC Symbol;Acc:HGNC:29002]
GPX7,-0.014769644176208,glutathione peroxidase 7 [Source:HGNC Symbol;Acc:HGNC:4559]
HCG11,-0.00863744736596421,HLA complex group 11 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:17707]
HSPB6,-0.00375557668743677,heat shock protein family B (small) member 6 [Source:HGNC Symbol;Acc:HGNC:26511]
MANEAL,0.0106167072920255,mannosidase endo-alpha like [Source:HGNC Symbol;Acc:HGNC:26452]
ME3,-0.0112573201987762,malic enzyme 3 [Source:HGNC Symbol;Acc:HGNC:6985]
OCIAD2,-0.00342861023925392,OCIA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28685]
SERPINB9,-0.00467247622359936,serpin family B member 9 [Source:HGNC Symbol;Acc:HGNC:8955]
