id,gene,description
cg00023464,CARKD,NA
cg00161459,FZD6,frizzled class receptor 6 [Source:HGNC Symbol;Acc:HGNC:4044]
cg00845942,DPY19L2,dpy-19 like 2 [Source:HGNC Symbol;Acc:HGNC:19414]
cg00963079,SLC16A1,solute carrier family 16 member 1 [Source:HGNC Symbol;Acc:HGNC:10922]
cg01015416,PTPN12,protein tyrosine phosphatase, non-receptor type 12 [Source:HGNC Symbol;Acc:HGNC:9645]
cg01056775,CYP4V2,cytochrome P450 family 4 subfamily V member 2 [Source:HGNC Symbol;Acc:HGNC:23198]
cg01359822,ETS2,ETS proto-oncogene 2, transcription factor [Source:HGNC Symbol;Acc:HGNC:3489]
cg01838317,GCH1,GTP cyclohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:4193]
cg02042710,FAM19A2,family with sequence similarity 19 member A2, C-C motif chemokine like [Source:HGNC Symbol;Acc:HGNC:21589]
cg02071712,NT5DC3,5'-nucleotidase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30826]
cg02249390,LTB,lymphotoxin beta [Source:HGNC Symbol;Acc:HGNC:6711]
cg02564313,ABAT,4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]
cg02632015,ALDH3A2,aldehyde dehydrogenase 3 family member A2 [Source:HGNC Symbol;Acc:HGNC:403]
cg02957270,SKAP1,src kinase associated phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15605]
cg02995271,FAM83H,family with sequence similarity 83 member H [Source:HGNC Symbol;Acc:HGNC:24797]
cg03248196,HDAC7,histone deacetylase 7 [Source:HGNC Symbol;Acc:HGNC:14067]
cg03320441,KIF26B,kinesin family member 26B [Source:HGNC Symbol;Acc:HGNC:25484]
cg03341469,YIPF1,Yip1 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:25231]
cg03360479,NF2,neurofibromin 2 [Source:HGNC Symbol;Acc:HGNC:7773]
cg03880355,FAM169A,family with sequence similarity 169 member A [Source:HGNC Symbol;Acc:HGNC:29138]
cg03892838,LRRFIP1,LRR binding FLII interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6702]
cg03910335,TRPS1,transcriptional repressor GATA binding 1 [Source:HGNC Symbol;Acc:HGNC:12340]
cg04186657,HLA-F,major histocompatibility complex, class I, F [Source:HGNC Symbol;Acc:HGNC:4963]
cg04290171,CD46,CD46 molecule [Source:HGNC Symbol;Acc:HGNC:6953]
cg04336836,HDGFRP3,NA
cg04391064,BLVRA,biliverdin reductase A [Source:HGNC Symbol;Acc:HGNC:1062]
cg04427490,PALM,paralemmin [Source:HGNC Symbol;Acc:HGNC:8594]
cg04880195,ENAH,ENAH, actin regulator [Source:HGNC Symbol;Acc:HGNC:18271]
cg05110225,SUMF2,sulfatase modifying factor 2 [Source:HGNC Symbol;Acc:HGNC:20415]
cg05180856,FES,FES proto-oncogene, tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3657]
cg05412990,WDR35,WD repeat domain 35 [Source:HGNC Symbol;Acc:HGNC:29250]
cg05667817,LRRK2,leucine rich repeat kinase 2 [Source:HGNC Symbol;Acc:HGNC:18618]
cg05896524,C21orf56,NA
cg05962325,ACAT1,acetyl-CoA acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:93]
cg05977259,FBXO11,F-box protein 11 [Source:HGNC Symbol;Acc:HGNC:13590]
cg06026129,LPPR3,NA
cg06035374,CHMP2B,charged multivesicular body protein 2B [Source:HGNC Symbol;Acc:HGNC:24537]
cg06284322,TAF7,TATA-box binding protein associated factor 7 [Source:HGNC Symbol;Acc:HGNC:11541]
cg06296570,FLJ43663,NA
cg06464111,TIAM1,T cell lymphoma invasion and metastasis 1 [Source:HGNC Symbol;Acc:HGNC:11805]
cg06705834,DUSP6,dual specificity phosphatase 6 [Source:HGNC Symbol;Acc:HGNC:3072]
cg06716283,RELB,RELB proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9956]
cg06753689,GTPBP4,GTP binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21535]
cg07368443,PLK3,polo like kinase 3 [Source:HGNC Symbol;Acc:HGNC:2154]
cg07557790,CAND2,cullin associated and neddylation dissociated 2 (putative) [Source:HGNC Symbol;Acc:HGNC:30689]
cg07851243,MXRA7,matrix remodeling associated 7 [Source:HGNC Symbol;Acc:HGNC:7541]
cg08675193,DGKG,diacylglycerol kinase gamma [Source:HGNC Symbol;Acc:HGNC:2853]
cg08782213,SLC25A23,solute carrier family 25 member 23 [Source:HGNC Symbol;Acc:HGNC:19375]
cg08873628,KIAA0040,KIAA0040 [Source:HGNC Symbol;Acc:HGNC:28950]
cg08881796,VPS53,VPS53, GARP complex subunit [Source:HGNC Symbol;Acc:HGNC:25608]
cg08998501,ZNF615,zinc finger protein 615 [Source:HGNC Symbol;Acc:HGNC:24740]
cg09429111,PTPDC1,protein tyrosine phosphatase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30184]
cg09875802,VDAC1,voltage dependent anion channel 1 [Source:HGNC Symbol;Acc:HGNC:12669]
cg10533351,NAA20,N(alpha)-acetyltransferase 20, NatB catalytic subunit [Source:HGNC Symbol;Acc:HGNC:15908]
cg10715529,MICB,MHC class I polypeptide-related sequence B [Source:HGNC Symbol;Acc:HGNC:7091]
cg11438448,SPEF2,sperm flagellar 2 [Source:HGNC Symbol;Acc:HGNC:26293]
cg11625868,ZFP90,ZFP90 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:23329]
cg11647421,LRRC56,leucine rich repeat containing 56 [Source:HGNC Symbol;Acc:HGNC:25430]
cg11650479,RHOBTB1,Rho related BTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18738]
cg12043747,SERPINH1,serpin family H member 1 [Source:HGNC Symbol;Acc:HGNC:1546]
cg12311346,C5orf35,NA
cg12618251,FZD7,frizzled class receptor 7 [Source:HGNC Symbol;Acc:HGNC:4045]
cg12973930,ZFP28,ZFP28 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:17801]
cg13118545,NFE2L3,nuclear factor, erythroid 2 like 3 [Source:HGNC Symbol;Acc:HGNC:7783]
cg13147013,UBAC2,UBA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20486]
cg13287523,HAPLN3,hyaluronan and proteoglycan link protein 3 [Source:HGNC Symbol;Acc:HGNC:21446]
cg13551088,ZNF573,zinc finger protein 573 [Source:HGNC Symbol;Acc:HGNC:26420]
cg13575298,EIF5A2,eukaryotic translation initiation factor 5A2 [Source:HGNC Symbol;Acc:HGNC:3301]
cg13612524,ERLIN2,ER lipid raft associated 2 [Source:HGNC Symbol;Acc:HGNC:1356]
