id,gene,description
cg00015121,THTPA,thiamine triphosphatase [Source:HGNC Symbol;Acc:HGNC:18987]
cg00303876,HNRNPAB,heterogeneous nuclear ribonucleoprotein A/B [Source:HGNC Symbol;Acc:HGNC:5034]
cg00532474,PSTPIP2,proline-serine-threonine phosphatase interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:9581]
cg00662122,LRP12,LDL receptor related protein 12 [Source:HGNC Symbol;Acc:HGNC:31708]
cg00833394,RALGPS2,Ral GEF with PH domain and SH3 binding motif 2 [Source:HGNC Symbol;Acc:HGNC:30279]
cg01107185,ZC3HAV1,zinc finger CCCH-type containing, antiviral 1 [Source:HGNC Symbol;Acc:HGNC:23721]
cg01144764,C10orf119,NA
cg01245656,ASNS,asparagine synthetase (glutamine-hydrolyzing) [Source:HGNC Symbol;Acc:HGNC:753]
cg01340312,TUBB,tubulin beta class I [Source:HGNC Symbol;Acc:HGNC:20778]
cg01378158,PLEKHG4,pleckstrin homology and RhoGEF domain containing G4 [Source:HGNC Symbol;Acc:HGNC:24501]
cg01881939,ACTG1,actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144]
cg02102829,CTBP2,C-terminal binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2495]
cg02358630,PPA1,pyrophosphatase (inorganic) 1 [Source:HGNC Symbol;Acc:HGNC:9226]
cg02610689,FAM86A,NA
cg02631906,PRDX1,peroxiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:9352]
cg02838499,MPND,MPN domain containing [Source:HGNC Symbol;Acc:HGNC:25934]
cg03024536,RFTN1,raftlin, lipid raft linker 1 [Source:HGNC Symbol;Acc:HGNC:30278]
cg03489712,ZYX,zyxin [Source:HGNC Symbol;Acc:HGNC:13200]
cg03805410,NDUFA6,NADH:ubiquinone oxidoreductase subunit A6 [Source:HGNC Symbol;Acc:HGNC:7690]
cg03868770,RNF215,ring finger protein 215 [Source:HGNC Symbol;Acc:HGNC:33434]
cg03870138,CYBA,cytochrome b-245 alpha chain [Source:HGNC Symbol;Acc:HGNC:2577]
cg04154290,LRP8,LDL receptor related protein 8 [Source:HGNC Symbol;Acc:HGNC:6700]
cg04203758,NETO2,neuropilin and tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:14644]
cg04249754,LCK,LCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6524]
cg04487659,SH3D20,NA
cg04496106,DHX8,DEAH-box helicase 8 [Source:HGNC Symbol;Acc:HGNC:2749]
cg04682133,USP24,ubiquitin specific peptidase 24 [Source:HGNC Symbol;Acc:HGNC:12623]
cg04889181,TACC1,transforming acidic coiled-coil containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11522]
cg04904530,ALKBH5,alkB homolog 5, RNA demethylase [Source:HGNC Symbol;Acc:HGNC:25996]
cg04914562,INADL,NA
cg05019311,CHRNE,cholinergic receptor nicotinic epsilon subunit [Source:HGNC Symbol;Acc:HGNC:1966]
cg05038268,KDM2A,lysine demethylase 2A [Source:HGNC Symbol;Acc:HGNC:13606]
cg05050341,ENG,endoglin [Source:HGNC Symbol;Acc:HGNC:3349]
cg05309948,ASCL2,achaete-scute family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:739]
cg05318777,BBS7,Bardet-Biedl syndrome 7 [Source:HGNC Symbol;Acc:HGNC:18758]
cg05485853,CDC42BPG,CDC42 binding protein kinase gamma [Source:HGNC Symbol;Acc:HGNC:29829]
cg05504194,ACAT2,acetyl-CoA acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:94]
cg05549854,ZNF629,zinc finger protein 629 [Source:HGNC Symbol;Acc:HGNC:29008]
cg06362985,RAB3IP,RAB3A interacting protein [Source:HGNC Symbol;Acc:HGNC:16508]
cg06713297,EXO1,exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3511]
cg06781209,FADS2,fatty acid desaturase 2 [Source:HGNC Symbol;Acc:HGNC:3575]
cg07405126,GNAI2,G protein subunit alpha i2 [Source:HGNC Symbol;Acc:HGNC:4385]
cg07822362,DDX23,DEAD-box helicase 23 [Source:HGNC Symbol;Acc:HGNC:17347]
cg07915542,IDH1,isocitrate dehydrogenase (NADP(+)) 1, cytosolic [Source:HGNC Symbol;Acc:HGNC:5382]
cg08314408,SEPHS2,selenophosphate synthetase 2 [Source:HGNC Symbol;Acc:HGNC:19686]
cg08363339,SLMO2,NA
cg08817644,ZNF682,zinc finger protein 682 [Source:HGNC Symbol;Acc:HGNC:28857]
cg09188868,PIP4K2C,phosphatidylinositol-5-phosphate 4-kinase type 2 gamma [Source:HGNC Symbol;Acc:HGNC:23786]
cg09315918,FAM72A,family with sequence similarity 72 member A [Source:HGNC Symbol;Acc:HGNC:24044]
cg09382850,SYPL1,synaptophysin like 1 [Source:HGNC Symbol;Acc:HGNC:11507]
cg10061117,SORL1,sortilin related receptor 1 [Source:HGNC Symbol;Acc:HGNC:11185]
cg10168687,FOSB,FosB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3797]
cg11035813,DHCR7,7-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2860]
cg11102782,ISYNA1,inositol-3-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:29821]
cg11146884,CRY1,cryptochrome circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:2384]
cg11534677,KBTBD2,kelch repeat and BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21751]
cg11781976,ADPGK,ADP dependent glucokinase [Source:HGNC Symbol;Acc:HGNC:25250]
cg11921908,SAP30L,SAP30 like [Source:HGNC Symbol;Acc:HGNC:25663]
cg12232274,LRP11,LDL receptor related protein 11 [Source:HGNC Symbol;Acc:HGNC:16936]
cg12265604,HAS3,hyaluronan synthase 3 [Source:HGNC Symbol;Acc:HGNC:4820]
cg13652887,TRIM3,tripartite motif containing 3 [Source:HGNC Symbol;Acc:HGNC:10064]
cg13722619,CDCP1,CUB domain containing protein 1 [Source:HGNC Symbol;Acc:HGNC:24357]
cg13795696,TMEM57,NA
cg13883633,MGA,MGA, MAX dimerization protein [Source:HGNC Symbol;Acc:HGNC:14010]
cg15312298,FAM84B,family with sequence similarity 84 member B [Source:HGNC Symbol;Acc:HGNC:24166]
cg15664905,PHLDB3,pleckstrin homology like domain family B member 3 [Source:HGNC Symbol;Acc:HGNC:30499]
cg15831598,PPAN,peter pan homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:9227]
cg18064575,ZNF776,zinc finger protein 776 [Source:HGNC Symbol;Acc:HGNC:26765]
cg18288168,RSPH3,radial spoke head 3 homolog [Source:HGNC Symbol;Acc:HGNC:21054]
cg19016967,SMARCD2,SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2 [Source:HGNC Symbol;Acc:HGNC:11107]
cg19515317,TRIM68,tripartite motif containing 68 [Source:HGNC Symbol;Acc:HGNC:21161]
cg19551420,LMO2,LIM domain only 2 [Source:HGNC Symbol;Acc:HGNC:6642]
cg19587434,SPATA20,spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]
cg19910922,C7orf55,NA
cg20249462,AP1B1,adaptor related protein complex 1 beta 1 subunit [Source:HGNC Symbol;Acc:HGNC:554]
cg21542174,LETM1,leucine zipper and EF-hand containing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:6556]
cg21612701,NAPB,NSF attachment protein beta [Source:HGNC Symbol;Acc:HGNC:15751]
cg23117316,PL-5283,NA
cg25122699,CPEB4,cytoplasmic polyadenylation element binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21747]
cg25183989,SYCP2,synaptonemal complex protein 2 [Source:HGNC Symbol;Acc:HGNC:11490]
cg25793571,ACAD9,acyl-CoA dehydrogenase family member 9 [Source:HGNC Symbol;Acc:HGNC:21497]
cg26489057,SLC44A2,solute carrier family 44 member 2 [Source:HGNC Symbol;Acc:HGNC:17292]
cg26766373,ARRB1,arrestin beta 1 [Source:HGNC Symbol;Acc:HGNC:711]
cg26929261,ARL10,ADP ribosylation factor like GTPase 10 [Source:HGNC Symbol;Acc:HGNC:22042]
