id,gene,description
cg00152942,CPNE2,copine 2 [Source:HGNC Symbol;Acc:HGNC:2315]
cg00296189,CHRAC1,chromatin accessibility complex 1 [Source:HGNC Symbol;Acc:HGNC:13544]
cg00328227,C1orf59,NA
cg00367327,PARVB,parvin beta [Source:HGNC Symbol;Acc:HGNC:14653]
cg00375235,RHOB,ras homolog family member B [Source:HGNC Symbol;Acc:HGNC:668]
cg00461022,FAM134B,NA
cg00470794,CHFR,checkpoint with forkhead and ring finger domains [Source:HGNC Symbol;Acc:HGNC:20455]
cg00624212,NBEAL2,neurobeachin like 2 [Source:HGNC Symbol;Acc:HGNC:31928]
cg00690082,STAT5A,signal transducer and activator of transcription 5A [Source:HGNC Symbol;Acc:HGNC:11366]
cg00830526,NUDT19,nudix hydrolase 19 [Source:HGNC Symbol;Acc:HGNC:32036]
cg00929376,RUNX3,runt related transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:10473]
cg01001468,MAF,MAF bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:6776]
cg01010839,NET1,neuroepithelial cell transforming 1 [Source:HGNC Symbol;Acc:HGNC:14592]
cg01060409,RAN,RAN, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9846]
cg01184520,ZNRF1,zinc and ring finger 1 [Source:HGNC Symbol;Acc:HGNC:18452]
cg01273344,ZNF69,zinc finger protein 69 [Source:HGNC Symbol;Acc:HGNC:13138]
cg01369341,ROGDI,rogdi homolog [Source:HGNC Symbol;Acc:HGNC:29478]
cg01411142,INTS10,integrator complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:25548]
cg01550148,H2AFY,H2A histone family member Y [Source:HGNC Symbol;Acc:HGNC:4740]
cg01553295,CBX1,chromobox 1 [Source:HGNC Symbol;Acc:HGNC:1551]
cg01849970,FCHSD1,FCH and double SH3 domains 1 [Source:HGNC Symbol;Acc:HGNC:25463]
cg01941586,PPIE,peptidylprolyl isomerase E [Source:HGNC Symbol;Acc:HGNC:9258]
cg01970017,PSMB3,proteasome subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:9540]
cg01978549,PRRG4,proline rich and Gla domain 4 [Source:HGNC Symbol;Acc:HGNC:30799]
cg01983548,HJURP,Holliday junction recognition protein [Source:HGNC Symbol;Acc:HGNC:25444]
cg02204205,GRB10,growth factor receptor bound protein 10 [Source:HGNC Symbol;Acc:HGNC:4564]
cg02324021,RASA1,RAS p21 protein activator 1 [Source:HGNC Symbol;Acc:HGNC:9871]
cg02326796,NIPA1,non imprinted in Prader-Willi/Angelman syndrome 1 [Source:HGNC Symbol;Acc:HGNC:17043]
cg02329767,STARD4,StAR related lipid transfer domain containing 4 [Source:HGNC Symbol;Acc:HGNC:18058]
cg02356435,PLCL2,phospholipase C like 2 [Source:HGNC Symbol;Acc:HGNC:9064]
cg02490034,MEST,mesoderm specific transcript [Source:HGNC Symbol;Acc:HGNC:7028]
cg02564523,ORAI2,ORAI calcium release-activated calcium modulator 2 [Source:HGNC Symbol;Acc:HGNC:21667]
cg02774856,HOMER3,homer scaffolding protein 3 [Source:HGNC Symbol;Acc:HGNC:17514]
cg03016097,HOMER2,homer scaffolding protein 2 [Source:HGNC Symbol;Acc:HGNC:17513]
cg03046705,C5orf56,chromosome 5 open reading frame 56 [Source:HGNC Symbol;Acc:HGNC:33838]
cg03153658,ZNF470,zinc finger protein 470 [Source:HGNC Symbol;Acc:HGNC:22220]
cg03214087,TMEM120A,transmembrane protein 120A [Source:HGNC Symbol;Acc:HGNC:21697]
cg03233656,SLC1A4,solute carrier family 1 member 4 [Source:HGNC Symbol;Acc:HGNC:10942]
cg03389525,RBPMS,RNA binding protein, mRNA processing factor [Source:HGNC Symbol;Acc:HGNC:19097]
cg04375036,PPP1CC,protein phosphatase 1 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9283]
cg04400145,SIRPA,signal regulatory protein alpha [Source:HGNC Symbol;Acc:HGNC:9662]
cg04663564,AKR1B1,aldo-keto reductase family 1 member B [Source:HGNC Symbol;Acc:HGNC:381]
cg04803153,ZNF790,zinc finger protein 790 [Source:HGNC Symbol;Acc:HGNC:33114]
cg05211356,ACER2,alkaline ceramidase 2 [Source:HGNC Symbol;Acc:HGNC:23675]
cg05295236,PAOX,polyamine oxidase [Source:HGNC Symbol;Acc:HGNC:20837]
cg05358404,RTEL1,regulator of telomere elongation helicase 1 [Source:HGNC Symbol;Acc:HGNC:15888]
cg05398095,YOD1,YOD1 deubiquitinase [Source:HGNC Symbol;Acc:HGNC:25035]
cg06685319,TBC1D9,TBC1 domain family member 9 [Source:HGNC Symbol;Acc:HGNC:21710]
cg07328888,N4BP2L1,NEDD4 binding protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:25037]
cg07335405,RPS19BP1,ribosomal protein S19 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:28749]
cg07672411,UBR5,ubiquitin protein ligase E3 component n-recognin 5 [Source:HGNC Symbol;Acc:HGNC:16806]
cg07775501,JOSD2,Josephin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28853]
cg07935924,DNAJB5,DnaJ heat shock protein family (Hsp40) member B5 [Source:HGNC Symbol;Acc:HGNC:14887]
cg08145723,ST14,suppression of tumorigenicity 14 [Source:HGNC Symbol;Acc:HGNC:11344]
cg08551725,SCRN1,secernin 1 [Source:HGNC Symbol;Acc:HGNC:22192]
cg08555112,TOB1,transducer of ERBB2, 1 [Source:HGNC Symbol;Acc:HGNC:11979]
cg08895021,CARS,cysteinyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:1493]
cg08904363,NAPEPLD,N-acyl phosphatidylethanolamine phospholipase D [Source:HGNC Symbol;Acc:HGNC:21683]
cg08940001,MAPRE3,microtubule associated protein RP/EB family member 3 [Source:HGNC Symbol;Acc:HGNC:6892]
cg09510979,FAM20B,FAM20B, glycosaminoglycan xylosylkinase [Source:HGNC Symbol;Acc:HGNC:23017]
cg09791324,ZBTB7B,zinc finger and BTB domain containing 7B [Source:HGNC Symbol;Acc:HGNC:18668]
cg10281852,FLJ10661,NA
cg10377582,POU6F1,POU class 6 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9224]
cg10662871,MYH9,myosin heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:7579]
cg11003009,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:5006]
cg11335411,ZNF274,zinc finger protein 274 [Source:HGNC Symbol;Acc:HGNC:13068]
cg11623861,ZNF793,zinc finger protein 793 [Source:HGNC Symbol;Acc:HGNC:33115]
cg12267291,SQLE,squalene epoxidase [Source:HGNC Symbol;Acc:HGNC:11279]
cg12338697,TMEM192,transmembrane protein 192 [Source:HGNC Symbol;Acc:HGNC:26775]
cg12382398,ANPEP,alanyl aminopeptidase, membrane [Source:HGNC Symbol;Acc:HGNC:500]
cg12425768,KIF1B,kinesin family member 1B [Source:HGNC Symbol;Acc:HGNC:16636]
cg12650252,NDUFC2,NADH:ubiquinone oxidoreductase subunit C2 [Source:HGNC Symbol;Acc:HGNC:7706]
cg12753450,SC5DL,NA
cg12914047,TRIM4,tripartite motif containing 4 [Source:HGNC Symbol;Acc:HGNC:16275]
cg12977171,STX3,syntaxin 3 [Source:HGNC Symbol;Acc:HGNC:11438]
cg14204843,RRS1,ribosome biogenesis regulator homolog [Source:HGNC Symbol;Acc:HGNC:17083]
cg14539658,NDRG2,NDRG family member 2 [Source:HGNC Symbol;Acc:HGNC:14460]
cg15684116,INTS3,integrator complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26153]
cg15929573,TUBA1C,tubulin alpha 1c [Source:HGNC Symbol;Acc:HGNC:20768]
cg15952963,LATS2,large tumor suppressor kinase 2 [Source:HGNC Symbol;Acc:HGNC:6515]
cg16402817,COBLL1,cordon-bleu WH2 repeat protein like 1 [Source:HGNC Symbol;Acc:HGNC:23571]
cg16747861,TRAPPC6B,trafficking protein particle complex 6B [Source:HGNC Symbol;Acc:HGNC:23066]
cg16923011,TCHP,trichoplein keratin filament binding [Source:HGNC Symbol;Acc:HGNC:28135]
cg16931465,ZBTB2,zinc finger and BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20868]
cg16987848,FBXO25,F-box protein 25 [Source:HGNC Symbol;Acc:HGNC:13596]
cg17168630,PLAUR,plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]
cg17231906,CCDC112,coiled-coil domain containing 112 [Source:HGNC Symbol;Acc:HGNC:28599]
cg17296482,CCND2,cyclin D2 [Source:HGNC Symbol;Acc:HGNC:1583]
cg17522907,BSG,basigin (Ok blood group) [Source:HGNC Symbol;Acc:HGNC:1116]
cg17808646,PFKFB2,6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 [Source:HGNC Symbol;Acc:HGNC:8873]
cg18503260,CA13,carbonic anhydrase 13 [Source:HGNC Symbol;Acc:HGNC:14914]
cg18942110,CRTC3,CREB regulated transcription coactivator 3 [Source:HGNC Symbol;Acc:HGNC:26148]
cg20516256,SFRS5,NA
cg20781140,GPR155,G protein-coupled receptor 155 [Source:HGNC Symbol;Acc:HGNC:22951]
cg21742836,PPP4C,protein phosphatase 4 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9319]
cg22810403,FAM176B,NA
cg23547048,PCGF3,polycomb group ring finger 3 [Source:HGNC Symbol;Acc:HGNC:10066]
cg23683058,KIAA0427,NA
cg24257490,ASRGL1,asparaginase like 1 [Source:HGNC Symbol;Acc:HGNC:16448]
cg25166437,SCARF1,scavenger receptor class F member 1 [Source:HGNC Symbol;Acc:HGNC:16820]
cg25200616,CAMSAP1,calmodulin regulated spectrin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:19946]
cg25744613,ZBTB16,zinc finger and BTB domain containing 16 [Source:HGNC Symbol;Acc:HGNC:12930]
cg26189873,MYO1E,myosin IE [Source:HGNC Symbol;Acc:HGNC:7599]
cg26354221,ADORA2A,adenosine A2a receptor [Source:HGNC Symbol;Acc:HGNC:263]
cg26408565,ETFA,electron transfer flavoprotein alpha subunit [Source:HGNC Symbol;Acc:HGNC:3481]
cg26965779,HLA-H,major histocompatibility complex, class I, H (pseudogene) [Source:HGNC Symbol;Acc:HGNC:4965]
