id,gene,description
cg00479101,PSEN2,presenilin 2 [Source:HGNC Symbol;Acc:HGNC:9509]
cg00539564,ARFGAP3,ADP ribosylation factor GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:661]
cg00583551,RIPK2,receptor interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:10020]
cg00610000,VRK2,vaccinia related kinase 2 [Source:HGNC Symbol;Acc:HGNC:12719]
cg00615145,ARHGEF11,Rho guanine nucleotide exchange factor 11 [Source:HGNC Symbol;Acc:HGNC:14580]
cg00926285,PARP14,poly(ADP-ribose) polymerase family member 14 [Source:HGNC Symbol;Acc:HGNC:29232]
cg01015879,RDX,radixin [Source:HGNC Symbol;Acc:HGNC:9944]
cg01187627,OSBP,oxysterol binding protein [Source:HGNC Symbol;Acc:HGNC:8503]
cg01206410,NID1,nidogen 1 [Source:HGNC Symbol;Acc:HGNC:7821]
cg01313977,ZNF660,zinc finger protein 660 [Source:HGNC Symbol;Acc:HGNC:26720]
cg01404067,FAM118A,family with sequence similarity 118 member A [Source:HGNC Symbol;Acc:HGNC:1313]
cg01485548,IFI30,IFI30, lysosomal thiol reductase [Source:HGNC Symbol;Acc:HGNC:5398]
cg01550799,MDFIC,MyoD family inhibitor domain containing [Source:HGNC Symbol;Acc:HGNC:28870]
cg01861509,SPOCK2,SPARC/osteonectin, cwcv and kazal like domains proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:13564]
cg01942719,MIIP,migration and invasion inhibitory protein [Source:HGNC Symbol;Acc:HGNC:25715]
cg02152351,SLC35B3,solute carrier family 35 member B3 [Source:HGNC Symbol;Acc:HGNC:21601]
cg02186782,RYR3,ryanodine receptor 3 [Source:HGNC Symbol;Acc:HGNC:10485]
cg02534661,NR3C2,nuclear receptor subfamily 3 group C member 2 [Source:HGNC Symbol;Acc:HGNC:7979]
cg02644798,KIF21A,kinesin family member 21A [Source:HGNC Symbol;Acc:HGNC:19349]
cg02672854,HCG11,HLA complex group 11 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:17707]
cg03001832,HTATIP2,HIV-1 Tat interactive protein 2 [Source:HGNC Symbol;Acc:HGNC:16637]
cg03077453,ZNF528,zinc finger protein 528 [Source:HGNC Symbol;Acc:HGNC:29384]
cg03106958,BAHCC1,BAH domain and coiled-coil containing 1 [Source:HGNC Symbol;Acc:HGNC:29279]
cg03113871,C22orf27,NA
cg03138405,GLT25D1,NA
cg03617683,KIAA0513,KIAA0513 [Source:HGNC Symbol;Acc:HGNC:29058]
cg03690162,BAG3,BCL2 associated athanogene 3 [Source:HGNC Symbol;Acc:HGNC:939]
cg04490478,HMBS,hydroxymethylbilane synthase [Source:HGNC Symbol;Acc:HGNC:4982]
cg04835051,HSPA1B,heat shock protein family A (Hsp70) member 1B [Source:HGNC Symbol;Acc:HGNC:5233]
cg04933954,DEM1,NA
cg05228244,WDR37,WD repeat domain 37 [Source:HGNC Symbol;Acc:HGNC:31406]
cg05230759,SIDT2,SID1 transmembrane family member 2 [Source:HGNC Symbol;Acc:HGNC:24272]
cg05338083,BIRC3,baculoviral IAP repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:591]
cg05346899,LASS4,NA
cg05385248,CCDC6,coiled-coil domain containing 6 [Source:HGNC Symbol;Acc:HGNC:18782]
cg05516285,UQCRFS1,ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:12587]
cg05793340,SLC22A15,solute carrier family 22 member 15 [Source:HGNC Symbol;Acc:HGNC:20301]
cg05897169,SLFN5,schlafen family member 5 [Source:HGNC Symbol;Acc:HGNC:28286]
cg06070445,BCL6,B cell CLL/lymphoma 6 [Source:HGNC Symbol;Acc:HGNC:1001]
cg06197006,CRK,CRK proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2362]
cg06254964,C7orf49,chromosome 7 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:22432]
cg06495038,CRHBP,corticotropin releasing hormone binding protein [Source:HGNC Symbol;Acc:HGNC:2356]
cg06616710,MARVELD1,MARVEL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28674]
cg06664872,RIOK2,RIO kinase 2 [Source:HGNC Symbol;Acc:HGNC:18999]
cg06734962,CEBPD,CCAAT/enhancer binding protein delta [Source:HGNC Symbol;Acc:HGNC:1835]
cg07440387,SFRS6,NA
cg07660236,ZSCAN12,zinc finger and SCAN domain containing 12 [Source:HGNC Symbol;Acc:HGNC:13172]
cg07757096,AP3B1,adaptor related protein complex 3 beta 1 subunit [Source:HGNC Symbol;Acc:HGNC:566]
cg07935287,WDR7,WD repeat domain 7 [Source:HGNC Symbol;Acc:HGNC:13490]
cg08491221,TAOK1,TAO kinase 1 [Source:HGNC Symbol;Acc:HGNC:29259]
cg08902132,ETF1,eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]
cg09290866,IL15RA,interleukin 15 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5978]
cg09333481,AGPAT9,NA
cg09667226,KLF5,Kruppel like factor 5 [Source:HGNC Symbol;Acc:HGNC:6349]
cg10268125,ING3,inhibitor of growth family member 3 [Source:HGNC Symbol;Acc:HGNC:14587]
